exclusion_class,conversation_id,customer_id,business_id,phone,customer_name,status,current_state,conversation_created_at,last_message_at,message_count,turn_count,completed_turns,non_completed_turns,eval_trace_count,twilio_message_sid_count,first_message_at,message_last_at,first_message_preview,last_message_preview,summary,review_context,review_decision
synthetic_eval,0818bfc1-8e67-4bad-8405-f8a4dbbab9ce,6ebace17-fe58-426e-9d7c-38f5a1666cb8,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441835380011,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:43:03.566512-07,2026-04-27 19:43:06.958-07,2,1,1,0,0,0,2026-04-27 19:43:03.588918-07,2026-04-27 19:43:07.006868-07,tienes Matcha Agua?,"¡Hola! No tenemos exactamente ""Matcha Agua"", pero sí tenemos varias opciones de matcha bien fresquitas: 🍵 **Matchata** ($92–$102) 🍵 **Matcha Foam** ($120–$142) 🍵 **Matcha Sugar Fre",,"",keep_eval_archive
synthetic_eval,43c35ce2-55ba-425f-af5d-8cf640494f7f,8a2446e9-d60b-4f76-9c80-9d9c59bad03c,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441803510010,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:43:00.381993-07,2026-04-27 19:43:03.37-07,2,1,1,0,0,0,2026-04-27 19:43:00.40224-07,2026-04-27 19:43:03.419191-07,venden Matcha Lavanda?,"No tenemos Matcha Lavanda en este momento, pero sí contamos con varios matchas deliciosos 🍵 Te dejo nuestras opciones: • **Matchata** ($92–102) • **Matcha Foam** ($120–142) • **Mat",,"",keep_eval_archive
synthetic_eval,5844d136-beba-4eff-a727-569e2e46cf70,5bad8f03-866f-4b10-99ff-1c17f5f5ccb8,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441763020009,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:56.335494-07,2026-04-27 19:42:59.552-07,2,1,1,0,0,0,2026-04-27 19:42:56.354281-07,2026-04-27 19:42:59.627351-07,me puedes decir si hay Matcha Blanco?,"No tenemos exactamente ""Matcha Blanco"", pero tenemos varios matchas que te pueden gustar: 🍵 **Matchata** ($92-102) 🍵 **Matcha Foam** ($120-142) 🍵 **Matcha Sugar Free** ($92-124) 🍵 ",,"",keep_eval_archive
synthetic_eval,1c174e05-7f11-4403-b586-502bf0ccdc7b,85bf9c45-f655-48e8-ad52-b146c58b25f6,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441727320008,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:52.762199-07,2026-04-27 19:42:56.103-07,2,1,1,0,0,0,2026-04-27 19:42:52.781789-07,2026-04-27 19:42:56.17854-07,manejan Matcha Vainilla?,"No tenemos exactamente Matcha Vainilla, pero sí manejamos varios matchas que te pueden gustar: 🍵 **Matchata** ($92-102) 🍵 **Matcha Foam** ($120-142) 🍵 **Matcha Mascabado** ($92-124",,"",keep_eval_archive
synthetic_eval,197791d3-9b60-45d8-964a-0b93d9192fc6,005a3704-2757-4a04-81dd-627d2bcaab7a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441694970007,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:49.525995-07,2026-04-27 19:42:52.559-07,2,1,1,0,0,0,2026-04-27 19:42:49.545707-07,2026-04-27 19:42:52.608491-07,hay Brownie matcha?,"No tenemos Brownie matcha exacto, pero sí tenemos unos matchas bien buenos que te van a encantar: 🍵 **Matchata** — $92–102 🍵 **Matcha Foam** — $120–142 🍵 **Matcha Pumpkin Spice Lat",,"",keep_eval_archive
synthetic_eval,79a8fa5d-3691-421b-b0e6-0073cbd46445,fb0a0f56-98b7-4c34-b84f-7cc31330d81a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441656370006,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:45.672781-07,2026-04-27 19:42:48.75-07,2,1,1,0,0,0,2026-04-27 19:42:45.696183-07,2026-04-27 19:42:48.802506-07,tienes Espresso?,¡Claro que sí! Tenemos varias opciones de espresso: ☕ **Espresso** - $42 ☕ **Shaken Espresso** - $66 a $88 ☕ **Extra Shot Espresso** - $21 (para agregar a cualquier bebida) ¿Cuál t,,"",keep_eval_archive
synthetic_eval,d010dd7a-cc61-476d-9c4b-d0c53e8a7efb,d6106a27-b86f-47b3-a527-6fc5375d4ff6,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441622570005,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:42.290913-07,2026-04-27 19:42:45.462-07,2,1,1,0,0,0,2026-04-27 19:42:42.32111-07,2026-04-27 19:42:45.512775-07,venden Matcha Salted Caramel?,"No tenemos exactamente ese, pero sí tenemos varias opciones de matcha que te van a encantar: • **Matchata** – clásico y suave ($92–102) • **Matcha Foam** – con espuma cremosa ($120",,"",keep_eval_archive
synthetic_eval,60c4b287-05ca-4c7c-88e7-b812fb35634e,4b6e03e9-2953-4a92-8279-efc5516d3748,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441595820004,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:39.615989-07,2026-04-27 19:42:42.032-07,2,1,1,0,0,0,2026-04-27 19:42:39.636569-07,2026-04-27 19:42:42.094749-07,me puedes decir si hay Caramelo vainilla?,"¡Claro! Sí tenemos **Caramelo vainilla** 🎉 Es un café que va desde $87 hasta $113, dependiendo del tamaño que elijas. ¿Te gustaría ordenar uno?",,"",keep_eval_archive
synthetic_eval,486734f6-4579-47f8-856c-b93be13ad4eb,5b2dd4ac-cdcc-4ff0-a30c-bad6d2554288,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441558750003,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:35.911676-07,2026-04-27 19:42:38.607-07,2,1,1,0,0,0,2026-04-27 19:42:35.937791-07,2026-04-27 19:42:38.669156-07,manejan Caramelo Kafe?,"¡Sí, claro! Tenemos **Caramelo Kafe** 🔥 Es un café que manejamos en diferentes tamaños, con precios desde $75 hasta $101. ¿Qué tamaño te late o tienes alguna otra pregunta?",,"",keep_eval_archive
synthetic_eval,a09a19ed-9e41-4147-9f2a-404db7f245c7,423e6448-6db6-4134-a240-72a1c5bbae07,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441516490002,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:31.681782-07,2026-04-27 19:42:35.672-07,2,1,1,0,0,0,2026-04-27 19:42:31.707399-07,2026-04-27 19:42:35.726887-07,hay Salted Caramel?,¡Claro! Tenemos dos opciones con Salted Caramel: 1. **Salted Caramel** (Café) - $91 a $117 2. **Matcha Salted Caramel** (Matcha) - $107 a $139 ¿Cuál te llama más la atención? 😊,,"",keep_eval_archive
synthetic_eval,32e82800-570e-4d3f-8b9c-81a6165ed8b9,431486ed-54f1-4990-a834-e2599682fbb9,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555441487080001,V2 Synthetic Eval v2-edge-synth-final-20260428024227,active,browsing,2026-04-27 19:42:28.771342-07,2026-04-27 19:42:31.382-07,2,1,1,0,0,0,2026-04-27 19:42:28.808064-07,2026-04-27 19:42:31.466474-07,tienes Horchata Kafe?,¡Claro! Sí tenemos Horchata Kafe 😊 Está disponible entre $89 y $99. ¿Qué tamaño prefieres o tienes alguna preferencia especial?,,"",keep_eval_archive
synthetic_eval,1cbe06b7-467a-4458-ac40-3a78cceaf613,6edfcf3e-4159-4d70-aa4d-e926e4381760,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436851000081,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:34:45.138001-07,2026-04-27 19:34:48.196-07,4,2,2,0,0,0,2026-04-27 19:34:45.162316-07,2026-04-27 19:34:48.25492-07,dame un Caramelo Kafe,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,5f53fbe5-1144-42e2-917e-ee925b64beff,40d0c11d-3779-40c0-80f1-d4d9a6559509,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436804640080,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:34:40.508854-07,2026-04-27 19:34:44.87-07,4,2,2,0,0,0,2026-04-27 19:34:40.558193-07,2026-04-27 19:34:44.927487-07,me das un Salted Caramel,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,58e2ddd8-54e7-41cf-bf9b-7465af8e3391,df6db79c-4102-4875-922a-54754d32f11f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436770330079,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:34:37.067765-07,2026-04-27 19:34:40.226-07,4,2,2,0,0,0,2026-04-27 19:34:37.098065-07,2026-04-27 19:34:40.283495-07,ponme un Horchata Kafe,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,717ae8ec-1ab7-4554-9b50-f8c03d40e140,131ae5de-9ff1-4bfb-804b-0b0dbf67aee6,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436729780078,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:34:33.018646-07,2026-04-27 19:34:36.21-07,4,2,2,0,0,0,2026-04-27 19:34:33.042174-07,2026-04-27 19:34:36.287446-07,agregame un SHAKEN ESPRESSO,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,6be749c8-57be-43d2-8a46-334479f5184f,9f270200-0d76-49db-bb17-a5ad9e8b241f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436693270077,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:34:29.366882-07,2026-04-27 19:34:32.763-07,4,2,2,0,0,0,2026-04-27 19:34:29.394382-07,2026-04-27 19:34:32.818999-07,quiero un Espresso,📋 *Resumen de tu pedido:* • 2x Espresso — $84 💰 *Total: $84* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,ece9bba4-2bad-4d6c-9e1f-db386d5a9b15,53c0ba87-f115-4fab-9c8e-03a77e5ddb9f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436658650076,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:34:25.928736-07,2026-04-27 19:34:29.099-07,4,2,2,0,0,0,2026-04-27 19:34:25.960613-07,2026-04-27 19:34:29.177337-07,dame un Agua,📋 *Resumen de tu pedido:* • 2x Agua — $26 💰 *Total: $26* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,02f61250-2d1a-433e-8029-8609553bdc3c,55afdead-e4b3-409d-8178-5e89fdc80276,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436564790075,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:34:16.515122-07,2026-04-27 19:34:24.819-07,8,4,4,0,0,0,2026-04-27 19:34:16.537234-07,2026-04-27 19:34:24.900311-07,me das un GALLETAS AVENA,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,c40b3a1f-423e-4b85-9276-b51890b0cb65,f53c37e6-d840-4442-bb73-f0c22e3e766c,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436479770074,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:34:08.019278-07,2026-04-27 19:34:16.246-07,8,4,4,0,0,0,2026-04-27 19:34:08.050239-07,2026-04-27 19:34:16.306237-07,ponme un KALU GALLETAS,📋 *Resumen de tu pedido:* • 3x KALU GALLETAS — $600 • 1x Matchata (Gde) — $102 💰 *Total: $702* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,47e4b6d4-1f93-4acc-a6a5-1c8f39cde142,a0fec913-42ca-460a-b00e-e45a10219f1d,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436391580073,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:59.195158-07,2026-04-27 19:34:07.705-07,8,4,4,0,0,0,2026-04-27 19:33:59.229874-07,2026-04-27 19:34:07.792512-07,agregame un Hielo Oso Kenny,Necesito un poco más de detalle para encontrar la variante correcta.,,"",keep_eval_archive
synthetic_eval,bc2e169d-a62d-48c7-92af-d45e019fc2dc,fc7a9d05-fe7e-43f0-a7f7-b68bb5c8336f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436305360072,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:50.568074-07,2026-04-27 19:33:57.984-07,8,4,4,0,0,0,2026-04-27 19:33:50.598975-07,2026-04-27 19:33:58.038636-07,quiero un Alicia santiesteban,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,48fbc85b-393f-401c-bc23-252ac7e14c56,e73206e7-9952-4e43-8fc0-a35dbe548fde,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436235330071,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:43.574288-07,2026-04-27 19:33:50.339-07,8,4,4,0,0,0,2026-04-27 19:33:43.604504-07,2026-04-27 19:33:50.39918-07,dame un Matcha Rosa,Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?,,"",keep_eval_archive
synthetic_eval,2a30e3e9-7b7b-4ce0-8673-42fcd8eaeaae,3135b267-03d0-48c0-96ce-3c0034aa768b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436152990070,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:35.33406-07,2026-04-27 19:33:43.268-07,8,4,4,0,0,0,2026-04-27 19:33:35.360718-07,2026-04-27 19:33:43.337797-07,me das un Matcha Agua,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,389d768a-e817-4e06-90ce-edc6b2c6db07,e1d9fe8f-ba9f-4b62-8652-c1ec824907b1,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555436069600069,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:26.994731-07,2026-04-27 19:33:34.541-07,8,4,4,0,0,0,2026-04-27 19:33:27.023595-07,2026-04-27 19:33:34.591961-07,ponme un Leche vegetal,Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?,,"",keep_eval_archive
synthetic_eval,0d1cf078-e021-43e2-a3ec-c817fbbc45fb,8386ef6b-c553-4403-a92d-38ccd1fec58b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435983140068,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:33:18.343169-07,2026-04-27 19:33:26.736-07,8,4,4,0,0,0,2026-04-27 19:33:18.386024-07,2026-04-27 19:33:26.784036-07,agregame un Onza de leche,📋 *Resumen de tu pedido:* • 3x Onza de leche — $24 • 1x Espresso — $42 💰 *Total: $66* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,c9889f25-36bf-4b45-adb7-66e2d70f7827,e5295be4-580b-423d-9a6f-ab31cf4db14f,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435904450067,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:10.489051-07,2026-04-27 19:33:18.109-07,8,4,4,0,0,0,2026-04-27 19:33:10.514884-07,2026-04-27 19:33:18.177213-07,quiero un The coco club,"¿Qué leche prefieres: Deslactosada, Almendra, Coco, Avena o Soya?",,"",keep_eval_archive
synthetic_eval,c957f93b-9fde-45ae-8409-fe40c65bd5ed,bb40c510-0c42-4367-bbb2-1b26a347809e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435820490066,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:33:02.09973-07,2026-04-27 19:33:09.485-07,8,4,4,0,0,0,2026-04-27 19:33:02.136495-07,2026-04-27 19:33:09.559451-07,dame un Matcha Blanco,Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?,,"",keep_eval_archive
synthetic_eval,3b7e2db3-35f7-44c1-8b05-91635dfd42e8,38aea43c-ed67-4b89-89d5-ab4ef435dd57,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435725710065,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:52.626643-07,2026-04-27 19:33:01.792-07,8,4,4,0,0,0,2026-04-27 19:32:52.66829-07,2026-04-27 19:33:01.863093-07,me das un Matcha Vainilla,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,a2344087-ce5a-4269-b57f-71aea8145ab3,e3fa3b27-110f-402f-868d-ec46124d2035,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435640680064,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:44.104675-07,2026-04-27 19:32:52.316-07,8,4,4,0,0,0,2026-04-27 19:32:44.129333-07,2026-04-27 19:32:52.380676-07,ponme un Brownie matcha,Necesito un poco más de detalle para encontrar la variante correcta.,,"",keep_eval_archive
synthetic_eval,1a11ac7f-4941-4fa5-a760-5acb69def893,85d43bc1-7c1c-456f-8b9d-0f83860dcfdd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435548030063,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:34.848093-07,2026-04-27 19:32:43.04-07,8,4,4,0,0,0,2026-04-27 19:32:34.877677-07,2026-04-27 19:32:43.101863-07,agregame un Café molido 350 gr,Creo que todavía me falta el producto exacto. ¿Cuál quieres que agregue?,,"",keep_eval_archive
synthetic_eval,97f59e91-d474-4789-9239-865f51a52b3e,173aa015-b741-4491-b762-e83c73daf2cd,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435463270062,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:26.366819-07,2026-04-27 19:32:34.563-07,8,4,4,0,0,0,2026-04-27 19:32:26.38998-07,2026-04-27 19:32:34.63107-07,quiero un Sugar Free Latte,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,b4857c7f-9109-40c1-9e83-566bf3b59b02,c99ae62f-5e60-418d-b049-8733fecc22bf,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435374020061,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:17.442217-07,2026-04-27 19:32:26.082-07,8,4,4,0,0,0,2026-04-27 19:32:17.467432-07,2026-04-27 19:32:26.166101-07,dame un Matcha Rosa,"Va, dejamos eso. ¿Qué te gustaría pedir ahora?",,"",keep_eval_archive
synthetic_eval,6d1ebba1-c7d5-49e3-8a65-fc652764a1f0,63f90270-40fb-407f-9acc-e6abe51b44c5,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435259520060,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:05.988986-07,2026-04-27 19:32:07.752-07,2,1,1,0,0,0,2026-04-27 19:32:06.012763-07,2026-04-27 19:32:07.807698-07,me das un TARO con leche de coco,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,7e57d5f3-3fdb-47cc-a840-44c2f10f2d6b,efef96bf-b33e-4dc6-968c-c780964cf746,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435241950059,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:04.231321-07,2026-04-27 19:32:05.748-07,2,1,1,0,0,0,2026-04-27 19:32:04.253335-07,2026-04-27 19:32:05.808345-07,ponme un Matcha Rosa en las rocas,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,469a75eb-1f61-40e6-afe3-49d8f702d271,0989891a-5ff4-4d6e-82df-3b55ef7aa67a,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435221000058,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:32:02.135616-07,2026-04-27 19:32:03.976-07,2,1,1,0,0,0,2026-04-27 19:32:02.15997-07,2026-04-27 19:32:04.040282-07,agregame un Matcha Sugar Free caliente,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,32f884c0-f056-44b9-9516-b13dc59ece61,11106ab5-a727-4947-a43d-668d64e9861b,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435192950057,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:59.339002-07,2026-04-27 19:32:01.12-07,2,1,1,0,0,0,2026-04-27 19:31:59.359362-07,2026-04-27 19:32:01.181383-07,quiero un Café molido 350 gr chico,Necesito un poco más de detalle para encontrar la variante correcta.,,"",keep_eval_archive
synthetic_eval,f955eb5d-fe3e-4d0f-98ad-2fec9351a3bb,790c39d4-bc36-43ab-8623-91c037f9f803,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435175640056,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:31:57.597513-07,2026-04-27 19:31:59.102-07,2,1,1,0,0,0,2026-04-27 19:31:57.61876-07,2026-04-27 19:31:59.150866-07,dame un Brownie KALU grande,📋 *Resumen de tu pedido:* • 1x Brownie KALU — $50 💰 *Total: $50* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,d9b44174-ff44-4daa-93ef-d49d3e6255c5,c83fa50b-fb63-443b-8595-7d11813075e4,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435157240055,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:55.760961-07,2026-04-27 19:31:57.356-07,2,1,1,0,0,0,2026-04-27 19:31:55.783115-07,2026-04-27 19:31:57.422823-07,me das un Moka Blanco con leche de coco,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,eac2da3b-5b97-4e45-9e41-476311130092,a6f22e26-d744-4ce5-84a6-3a7ff9bc4c8d,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435129710054,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:53.005825-07,2026-04-27 19:31:54.862-07,2,1,1,0,0,0,2026-04-27 19:31:53.027399-07,2026-04-27 19:31:54.915139-07,ponme un Dirty Chai en las rocas,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,7b267a5e-ad04-4703-b145-2efd368ee351,48a5d354-0105-4b8d-97f8-7e03e849ed64,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435111330053,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:51.166018-07,2026-04-27 19:31:52.77-07,2,1,1,0,0,0,2026-04-27 19:31:51.186166-07,2026-04-27 19:31:52.82238-07,agregame un Te Lavanda Manzanilla caliente,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,37e50ec8-7128-4f69-b85d-e23bebfbb793,87b69b62-a110-4294-bb7a-c1ecef20e56c,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435090170052,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:49.053148-07,2026-04-27 19:31:50.932-07,2,1,1,0,0,0,2026-04-27 19:31:49.091467-07,2026-04-27 19:31:50.986526-07,quiero un Lavanda Latte chico,"¿Cómo lo prefieres: Caliente, Rocas o Frappe?",,"",keep_eval_archive
synthetic_eval,ae29cab2-21f6-4f67-8169-cf425301a2e5,59d4ad9b-141a-4187-becf-8d41823745ed,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435063470051,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:31:46.388275-07,2026-04-27 19:31:48.021-07,2,1,1,0,0,0,2026-04-27 19:31:46.425905-07,2026-04-27 19:31:48.105621-07,dame un Agua grande,📋 *Resumen de tu pedido:* • 1x Agua — $13 💰 *Total: $13* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,a3e58985-50d2-428b-8961-5e17298630e0,508affb0-327d-47a0-b76e-4958c2ff1100,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435041720050,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:31:44.215958-07,2026-04-27 19:31:46.08-07,2,1,1,0,0,0,2026-04-27 19:31:44.246299-07,2026-04-27 19:31:46.15146-07,me das un Agua mineral con leche de coco,📋 *Resumen de tu pedido:* • 1x Agua mineral — $25 💰 *Total: $25* ¿Confirmas? ✅,,"",keep_eval_archive
synthetic_eval,74b22cb4-cc75-4003-a303-bf761e9cfa60,8454d739-dae3-4763-bb14-91438059bb83,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555435017760049,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:41.82656-07,2026-04-27 19:31:43.853-07,2,1,1,0,0,0,2026-04-27 19:31:41.852362-07,2026-04-27 19:31:43.920856-07,ponme un Caramelo vainilla en las rocas,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,776fdd5f-0432-4091-bbac-a5ba61d25d04,f6f7586f-06ca-497a-a7d3-28602e798e69,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555434989430048,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:38.975994-07,2026-04-27 19:31:40.716-07,2,1,1,0,0,0,2026-04-27 19:31:39.006222-07,2026-04-27 19:31:40.774178-07,agregame un Matcha Salted Caramel caliente,¿Qué tamano prefieres: Chico o Grande?,,"",keep_eval_archive
synthetic_eval,576a8de3-fa64-4ee0-b747-886e41fc7023,7b2ee4db-1d9f-4b1d-9bcd-d1a49212fcbe,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555434971620047,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,clarification_needed,2026-04-27 19:31:37.196923-07,2026-04-27 19:31:38.702-07,2,1,1,0,0,0,2026-04-27 19:31:37.217324-07,2026-04-27 19:31:38.76057-07,quiero un Matcha Blanco chico,"¿Cómo lo prefieres: Caliente, Rocas o Frappe?",,"",keep_eval_archive
synthetic_eval,3e364b67-4d1c-42a5-b474-12ed6c385450,ee89928a-d437-4167-b00c-05206253d04e,ef9005a2-efe1-45bf-9da0-313b5902d9b4,+1555434951630046,V2 Synthetic Eval v2-edge-synth-fixed-20260428022919,active,awaiting_confirmation,2026-04-27 19:31:35.219399-07,2026-04-27 19:31:36.898-07,2,1,1,0,0,0,2026-04-27 19:31:35.255299-07,2026-04-27 19:31:36.993911-07,dame un Brownie matcha grande,📋 *Resumen de tu pedido:* • 1x Brownie matcha — $45 💰 *Total: $45* ¿Confirmas? ✅,,"",keep_eval_archive
